,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P05090,-0.10101349,0.23685518,0.09528486,0.052845053,0.29071027,0.0044524386,-0.094389334,0.21840298,0.2383743,0.27315307,-0.031638324,-0.08365863,0.06262735,0.022101596,0.18887834,0.18872069,-0.106160745,0.04934241,-0.076563545,0.025923148,-0.038905367,0.10922607,0.27382162,0.09578739,-0.055023693,-0.014911342,-0.031357776,-0.013249937,0.19028984,0.027297199,0.067235276,0.31041908,0.16308011,0.12546107,-0.012962801,0.008482478,0.1310178,0.06786541,-0.012953121,0.033948883,0.04220397,0.08500278,0.07932086,-0.06272828,0.054736882,0.07600215,0.2359882,0.027613338,-0.077592365,-0.076476626,-0.09710911,0.06635709,0.004858402,-0.07809411,-0.007565734,0.07556966,0.32253653,0.22107702,0.22115862,0.15164621,0.002598713,0.06794036,-0.091351114,-0.08893999,0.015223972,0.0612881,0.041143887,0.0044875783,0.054210063,0.13450006,0.19273873,-0.048776895,0.05014644,0.056974493,-0.034221027,-0.060101934,0.16311185,-0.05559064,0.023379281,0.08304519,-0.014230442,0.033951852,1.0,0.030281989,-0.0860369,0.45089325,0.15177199,0.11581091,0.0647082,0.006440724,0.17759685,-0.06789351,0.2705238,0.15580858,-0.00141001,0.3393897,0.31894517,0.2764187,0.07596485,0.01305811,0.04759755,0.22003366,0.3070588,0.006249364,-0.0630647,0.21381012,0.11446986,0.0638667,-0.014437701,0.2175723,-0.11550401,0.32384378,-0.106448576,0.11468992,0.06997586,-0.052555304,0.10444927,0.10423247,0.09232253,0.3846969,0.15161318,-0.058089253,0.021376088,-0.08190334,0.04777783,0.09193996,0.37814495,0.033127826,-0.0045923446,0.13790885,0.06969516,-0.031761087,0.22016007,0.13873011,0.3372633,0.32299036,0.11192629,0.11874748,0.17861086,0.010824355,0.08968845,0.29907015,0.088617906,0.2887182,-0.08002449,0.28450942,-0.0074741268,0.27686,0.17877002,-0.06018969,0.075574994,0.08137549,0.023001809,0.023441155,0.1803562,0.1200814,-0.050165396,-0.060693398,0.10859247,0.09235981,0.08350675,0.07385382,-0.043167602,0.09545944,0.23576435,0.20629999,0.027378617,0.17169112,0.044495974,0.028800601,0.22039607,0.032452513,0.07551284,0.26958197,0.18948528,-0.055772837,0.122851975,0.023713863
P05106,-0.059786208,0.08076428,-0.0038735643,0.013921492,0.0074469163,0.09042322,-0.06328624,0.07154534,0.41217452,-0.016325759,-0.026461227,-0.038440667,0.019910637,0.008037253,0.026001928,-0.0135292215,-0.058614843,-0.022812458,-0.048501328,-0.024182305,-0.032132726,-0.051457345,0.09687854,-0.008323356,-0.045718882,-0.0010034842,-0.023626098,0.0017824138,0.04588794,-0.020619916,0.013859671,0.09847621,-0.019264717,-0.017834514,0.026630603,0.0980883,-0.022264587,-0.004284552,0.079425246,0.061524566,0.0026652943,0.042187683,-0.01426617,-0.04892245,-0.08247245,-0.023078118,-0.009426473,-0.054000933,-0.01584163,-0.025828945,0.00907026,0.016760254,-0.02420375,-0.02045174,-0.014824407,0.0134327505,0.13117293,0.010738089,0.039793078,-0.039181847,-0.052968793,-0.021401253,-0.06319805,-0.07603807,0.01517282,-0.05467554,0.004661955,-0.009181706,0.04415069,0.041727375,0.09125892,-0.047527492,-0.013745906,-0.020815352,-0.03406343,-0.03201183,-0.008515097,-0.035583366,-0.04277134,0.24699932,0.6748399,-0.009920109,0.030281989,1.0,-0.06471192,0.014425583,-0.009110093,0.039463885,-0.04038539,-0.01859494,0.10302727,-0.026799474,0.033961855,0.41521224,-0.029839909,0.10316222,0.01536886,0.06524296,0.4309591,0.5058426,0.9732436,0.055408794,0.024369419,-0.0413555,-0.027706832,0.043986484,-0.060887355,0.003788514,-0.044441555,0.11129243,-0.06377197,0.109471865,-0.044655018,-0.0029111642,0.03335811,-0.020979488,0.07475948,0.8641654,0.021450583,0.039033674,0.077298276,-0.03327421,-0.007503016,-0.031976942,0.9605183,0.0086462535,-0.009385998,-0.03939725,-0.040945373,-0.0039328323,-0.009781056,-0.023465624,0.061415605,0.53282875,0.0898784,-0.0021647997,0.018086765,0.045040227,0.1469512,-0.043962486,0.9297037,0.02519046,0.18349047,0.07855424,-0.036036037,-0.005702172,0.01158592,0.08789597,0.02504921,-0.043736886,0.70222926,0.85752076,0.025270106,0.876602,0.44749886,0.046648882,-0.033130586,-0.03805974,0.02653137,0.027551334,-0.033636343,0.021428501,-0.033215173,0.029744051,0.1371754,-0.0018730563,-0.011383659,-0.04286846,-0.040955327,0.011387068,0.11557307,0.013569933,-0.026044214,-0.0106769,0.050988685,-0.031221312,0.04875156,0.89892054
P05154,-0.011077541,0.09591753,-0.05723648,-0.11472284,-0.08828608,0.06405493,-0.0058224835,-0.1313394,-0.15959409,-0.066897295,-0.05940739,-0.044139102,0.2734032,-0.020462457,0.09763412,-0.0042904546,0.09055401,-0.05700991,0.014485013,-0.04406532,-0.0252735,-0.024098536,-0.13524471,0.19614446,0.42385992,-0.094657615,-0.039608434,-0.04780631,-0.004943506,-0.05337231,-0.06895751,-0.0843691,0.017788576,-0.061938703,-0.109584086,-0.13670053,-0.1260163,-0.08865349,-0.0835867,0.039406102,-0.06412037,-0.05975797,-0.095519476,0.07121597,-0.08294876,-0.042793646,-0.09349234,-0.12041048,0.009756175,-0.04582123,-0.03318934,-0.030774496,0.029598424,-0.076324224,-0.0671058,-0.09466055,-0.0974974,0.091633454,-0.032420106,0.13366367,-0.022591474,-0.008771936,0.079738215,0.041030925,0.12953539,0.13736235,-0.05104466,-0.014446071,0.4278082,0.041726906,0.01749725,0.24174686,0.33957002,-0.08873482,0.102806024,-0.069438666,-0.07412915,0.13809705,0.0019075709,-0.045746364,0.06758266,0.009170001,-0.0860369,-0.06471192,1.0,0.10285574,0.07854995,0.10426372,0.038668677,0.02518606,0.15916051,0.03692506,-0.11494341,-0.0007883401,-0.07723875,-0.084033236,-0.012888149,-0.1085586,-0.028450454,0.07052892,-0.070348404,-0.06326088,0.030579487,0.14861284,-0.0370149,-0.11307096,0.03972991,-0.08078331,-0.035483304,-0.14034808,0.014104506,-0.01551642,0.09485231,-0.05368739,0.048010193,-0.053977672,0.33939764,-0.08965393,-0.032691337,-0.097205296,-0.04715225,0.2614273,0.07231683,0.35155812,-0.037062086,-0.052147947,-0.08521983,-0.06999628,-0.040725593,-0.10079595,0.021922486,-0.021898922,-0.09973118,0.10015107,-0.10182943,-0.11149821,-0.03321519,-0.019200638,-0.06966644,-0.01960541,-0.014580163,-0.10392366,-0.05144893,-0.09140757,-0.060927253,-0.054710038,-0.04927101,-0.06504467,0.098888494,0.020819234,0.03379395,-0.0657949,0.2438246,-0.0623344,-0.08490573,-0.0039855563,-0.035264377,0.030678874,-0.07443899,-0.05786721,0.079679094,0.11446338,-0.030447762,-0.059137158,-0.044724245,-0.0748906,-0.018822435,0.2468891,-0.07975779,-0.028003495,0.054065622,0.36073563,0.04040646,-0.028582519,-0.020636259,0.038568538,-0.09322134,0.012639132
P05155,0.06499354,0.43949026,0.047594152,0.29857123,0.20975602,0.014040044,-0.041404508,0.49708995,0.15426904,0.2417957,0.01590253,-0.018598355,0.33253378,0.07465547,0.40675476,0.1561431,-0.06346041,0.09239254,-0.108322136,-0.014087421,-0.017784685,0.0031812072,0.32501355,0.059381243,0.2825292,0.1878417,-0.04563128,-0.0040351166,0.3799253,-0.0059013674,0.099685065,0.40617025,0.14614446,0.1479025,0.0056107054,0.012261093,0.20643495,0.10978831,0.16287003,0.20567966,0.15071811,-0.0077786967,0.107205495,-0.08751052,0.0580704,0.0723016,-0.06641034,-0.13407098,-0.07940103,-0.09696481,-0.11670181,0.15114169,0.07872328,-0.06362295,0.027140722,0.17642839,0.37318435,0.45379943,0.4090555,0.064469784,0.035331186,0.06038365,-0.14195463,-0.07115821,-0.054913875,0.0096247,0.10002568,0.05653913,-0.024634628,0.28191715,0.17042944,0.079022676,0.34473795,0.113804296,-0.026247427,-0.051310454,0.11797688,0.037702132,-0.0078796875,0.09550201,0.02717582,0.13880657,0.45089325,0.014425583,0.10285574,1.0,0.16326368,0.2517511,0.0084684165,0.06506008,0.3678988,0.01819445,0.09152662,0.30313626,0.03957621,0.47084174,0.35585752,0.2677386,-0.10190163,0.12336731,-0.018069034,0.24111675,0.66358036,0.183221,-0.02165525,0.48604736,0.17640422,-0.006471835,-0.044709593,0.22278184,-0.036504187,0.42279527,0.008966526,-0.03472827,0.026781142,-0.018327463,0.42557088,0.07796413,-0.08411145,0.3501966,0.12844744,0.07984085,0.10296077,0.028903227,-0.0033300156,0.15515119,0.28834715,0.028182214,0.049780566,0.11265741,0.06976043,-0.020343788,0.40532148,0.052187007,0.43927354,0.35473168,0.10718772,0.17022441,-0.0838978,-0.043220546,0.059514154,0.33284262,-0.071407124,0.4578251,-0.097136594,0.16342838,0.10982971,0.34401533,0.30219764,-0.06686159,-0.08446619,-0.054409433,-0.0008163747,-0.027530493,-0.04155894,0.11969386,-0.09739146,-0.11718693,0.19990456,0.13930528,0.24388482,0.13489598,-0.040452946,0.10662528,0.43886286,0.10727551,0.101178296,0.3359111,0.015026857,0.0072523113,0.03546808,0.26989967,0.12652671,0.16391112,0.32985336,-0.07556548,0.19758521,-0.07738673
P05156,-0.045854196,0.31730473,-0.0035604378,0.06674408,0.162531,0.16227424,-0.03837649,0.1664723,0.031953543,-0.0052600033,-0.050394572,-0.050389174,0.06866218,0.06843778,0.09871108,0.5354608,-0.051516723,-0.078353316,-0.029318376,0.35421926,0.01340003,0.040123004,0.18505408,0.042762186,-0.01950931,0.040328022,-0.026856134,0.0024408528,0.10833068,-0.025856052,0.066141754,0.27583605,0.012896164,-0.0051118215,-0.07906802,-0.056094613,0.06998506,0.039594598,-0.08093181,-0.016269349,0.07106422,-0.00022802681,-0.044568595,-0.133358,-0.094829924,0.0027282415,-0.10511517,-0.13250479,-0.09041245,-0.12360733,-0.12409422,0.0548423,0.019706372,-0.040345285,-0.01129686,0.037119325,0.24496931,0.18642892,0.18193741,0.10245885,-0.019091086,-0.010517238,-0.05311433,-0.06337294,-0.0015655846,0.052404672,0.014423562,0.015396767,-0.010883546,0.16462052,0.14056946,-0.031491123,0.0778712,-0.03721014,-0.07393374,-0.019573754,0.07675567,-0.04306128,0.034309763,0.019913752,0.13211927,0.03119568,0.15177199,-0.009110093,0.07854995,0.16326368,1.0,0.78367716,0.0295041,-0.02488477,0.27202445,-0.056176748,-0.035136916,0.2761048,-0.039116055,0.26561743,0.20590901,0.16539012,-0.0057159043,0.37580594,-0.019824848,0.15806085,0.3725669,0.021434542,-0.044480767,0.13006163,0.016472599,-0.015336673,-0.031542994,0.037681475,-0.088181935,0.20231795,-0.058164854,-0.054340407,0.12825961,-0.03330023,0.20442523,0.04888017,-0.07543428,0.20127189,0.08540341,0.06558145,0.16559337,0.34028223,-0.019125836,0.06763274,0.19569369,-0.053833485,-0.0112695135,0.016527997,0.11600077,0.021105383,0.17555282,0.33714706,0.28880447,0.123766415,0.006844596,0.25082743,-0.05420668,-0.055124886,-0.0038520428,0.21131971,-0.0773835,0.21151257,-0.06773631,0.21800035,0.02943518,0.19584881,0.103445545,-0.041063372,-0.076389536,-0.035411093,0.31881478,-0.01305553,-0.02615782,0.19138113,0.11648254,0.25037605,0.09620083,0.07644251,0.032151528,0.06009629,0.009141868,-0.011388672,0.21785025,0.0073107434,-0.031723607,0.103913374,0.01274549,0.013653658,0.087002724,0.09391713,0.060610365,0.18271194,0.18632051,-0.026614962,0.12828395,0.026009137
P05452,-0.028487476,0.45268673,0.029545033,0.11061403,0.09805258,0.11871872,-0.056076117,0.34966543,0.0010194955,0.032295074,-0.03273008,-0.040768318,0.3447066,0.12640187,0.25589165,0.46386275,-0.062077284,-0.12488401,0.0040206797,0.21480621,0.029645965,0.045059152,0.2921213,0.25457245,0.023673566,0.043830216,-0.046308305,-0.008840864,0.19967803,-0.03240927,0.0569455,0.3751672,-0.010635274,0.064107284,-0.1256191,-0.12845743,0.03585585,0.0369423,-0.061243862,-0.0031658402,0.032699447,-0.096959755,-0.052030705,-0.11309821,-0.09530662,-0.0273733,-0.11239248,-0.14383952,-0.09190816,-0.14393915,-0.13270622,0.011575945,0.013826139,-0.062376566,-0.0018063282,0.07997604,0.30323595,0.23570518,0.27177837,0.12913837,-0.08407527,0.040546924,0.02544502,-0.09566418,-0.00799582,0.12432316,0.06465541,0.012221154,0.024558388,0.24275804,0.08107085,-0.015949428,0.17661718,-0.052556522,-0.11620606,-0.053926613,0.098071694,-0.05225636,-4.573183e-05,0.06556664,0.11043527,0.010268533,0.11581091,0.039463885,0.10426372,0.2517511,0.78367716,1.0,-0.030039912,-0.02982829,0.43263048,-0.063951224,-0.07720399,0.4554046,-0.043978546,0.41902626,0.16677678,0.22616152,-0.017167155,0.42055318,0.0088742655,0.20612258,0.49737334,0.085803196,-0.049616173,0.24900328,0.045540646,-0.07082197,-0.05564311,-0.022423172,-0.07161486,0.4915862,-0.031999655,-0.056821555,0.093941495,-0.033750143,0.302215,0.09251174,-0.10283382,0.18653533,0.10956336,0.014939304,0.22824211,0.32166126,-0.015673745,0.070117764,0.058959708,-0.0852859,-0.07064161,-0.005858915,0.03492562,-0.025942434,0.34249705,0.32487684,0.3790375,0.08509901,-0.016570842,0.2738202,-0.11819995,-0.055835865,0.0907625,0.21954937,-0.114077896,0.39487228,-0.0731173,0.08901656,0.079656504,0.34160897,0.16203558,-0.050781664,-0.06478844,-0.04357925,0.28156248,-0.01699251,-0.053389203,0.15685962,0.08766029,0.19290398,0.1264064,0.11171842,0.0959641,0.17933732,-0.076556705,0.030474108,0.47031584,-0.017975466,-0.024169218,0.22993335,-0.09162135,-0.015129627,0.08718198,0.17689517,0.07599297,0.10559097,0.24956691,0.0023556764,0.16305703,-0.026628433
P05546,0.03367757,-0.00059571234,0.077929385,-0.068345964,0.13457249,-0.023884501,0.31154507,-0.05328495,-0.030852305,0.05136691,0.04261547,0.04423481,0.062071443,-0.0118652135,0.06662384,0.057496198,0.4119924,0.041109588,-0.07143579,0.036222205,-0.1100035,0.051910724,0.035773396,-0.07626846,0.10489487,-0.060919695,-0.006226887,-0.040774778,0.11313576,-0.0041157217,-0.017994516,-0.03471908,0.15097605,-0.060562216,-0.019501043,-0.038720235,0.04437232,-0.03595561,-0.070855975,0.0027058707,-0.010018376,0.100323796,-0.12972404,0.38223225,0.05050591,0.24312152,0.051795065,-0.08996308,-0.077258,-0.0583708,-0.088515766,-0.050070155,0.24655767,-0.06175412,-0.045495294,-0.034789585,0.118162766,-0.015891975,-0.04748319,0.16232082,-0.0061357208,-0.043541476,-0.09232245,0.23455556,-0.04228578,0.05173268,0.18083875,0.1476282,-0.02805839,0.21251787,0.19703287,0.18476856,0.038541142,-0.0200997,0.15444984,0.04665639,-0.01557582,0.11956104,0.04648162,-0.017162748,0.07769599,0.12951851,0.0647082,-0.04038539,0.038668677,0.0084684165,0.0295041,-0.030039912,1.0,0.08145132,0.047080148,0.122821994,-0.01614672,-0.038595155,0.041459393,0.03244789,0.12660299,0.117299125,0.0678141,-0.072589986,-0.030158935,-0.0252302,-0.064451054,0.14877185,0.025122158,-0.02156017,0.019290991,0.0027775797,-0.012777031,0.09797394,-0.0016050144,0.07806724,0.4207707,-0.02258649,0.03894425,-0.05358952,0.012542415,-0.03395885,-0.021355664,0.07726165,0.19443415,0.20988417,0.08091042,0.050798927,-0.053696528,0.15764557,0.28250656,0.006067026,-0.0091845775,0.019599287,0.2409686,0.033767223,0.017056996,-0.05655144,0.041462105,0.13816585,-0.005998364,0.058772076,0.034452923,0.11094725,-0.033586077,0.04313902,-0.030566288,0.05958977,-0.07969031,0.3235136,-0.020921664,0.007165732,0.21755408,0.16004774,-0.08371817,-0.032928057,-0.019076144,-0.03146526,-0.028273283,-0.016546156,-0.07833973,-0.0825619,0.06408724,0.09535271,0.17929061,0.049996436,0.04325731,0.10758883,0.0082782,0.04374065,-0.026529811,0.024077205,0.10979492,0.122600585,0.026507262,0.17723154,0.46625328,0.44600326,0.23794411,-0.04854763,0.13369168,-0.038792115
P06312,0.18556444,0.04309145,0.1476596,-0.027464662,0.052144695,-0.036548164,-0.085753955,0.049242683,0.01039926,0.19072677,-0.04508489,-0.05169762,0.22924624,0.011748633,0.06027576,0.0994024,-0.0604115,0.0123087345,-0.05704479,-0.022776393,-0.06897904,0.040953115,0.25267968,-0.050087538,-0.013757032,0.038319048,0.0074476614,0.054113712,0.35957658,0.15732308,0.057053637,0.0014293273,0.29683113,0.06686044,0.17833519,0.38279969,0.11638819,0.48401636,0.08346145,0.03697392,0.25255054,0.097293764,-0.06067597,-0.08530568,-0.01857226,0.07346942,0.24835119,-0.040658128,-0.012071974,0.020444581,0.012775414,-0.009286858,-0.045277532,-0.0041721286,0.027453111,0.037614614,0.07186245,0.017009342,0.03246033,0.005216035,0.029148277,-0.030113177,-0.06782635,0.11706359,-0.017592922,-0.041470338,0.10675343,0.12043824,-0.028794978,0.079705775,0.08129078,-0.0011271423,0.043140676,-0.03671839,-0.05283058,-0.027330011,0.08568814,0.08865277,-0.01817617,0.055593524,-0.03312319,0.5469447,0.006440724,-0.01859494,0.02518606,0.06506008,-0.02488477,-0.02982829,0.08145132,1.0,-0.032485787,0.44864455,0.0036199375,-0.031179463,-0.020084336,0.050473362,0.216105,0.07528789,-0.023250502,-0.05367047,-0.019365415,0.0042044893,0.017696287,0.018243503,-0.04022247,0.034581386,0.059759554,0.0407984,-0.015955811,0.30658403,0.052660573,0.06267787,-0.0665383,-0.029940194,-0.0054483786,-0.037695825,0.0072701965,-0.026016839,0.027966855,0.19379258,-0.0017482772,0.22309603,0.26957563,0.2598329,-0.028447967,0.060495194,0.054308597,-0.01716316,-0.041368317,-0.037193466,0.008527762,-0.039190333,-0.029823843,-0.049240768,0.013273759,0.057378918,0.029947007,-0.0026597441,0.037289824,0.08219975,-0.026406681,0.008319405,0.02056235,0.29682747,-0.04706074,0.050857127,-0.011962503,-0.009603769,0.10407705,0.01977043,-0.04927202,-0.009166068,-0.015375662,-0.019230612,0.010944015,-0.007927524,-0.032924,-0.028417662,0.035471573,0.041395295,0.01885405,-0.017879143,-0.019561866,-0.041298445,0.009311185,0.008475939,-0.033309948,-0.01097633,0.0021402475,0.15642895,0.028856214,0.033805005,-0.057002682,0.21054088,0.084422074,-0.037191324,0.0036414983,-0.03398762
P06396,-0.028985402,0.6270064,0.07132703,0.2253789,0.1321589,0.18062715,-0.049019758,0.54832816,0.055201236,0.030497324,-0.063613065,-0.09619914,0.369331,0.12179535,0.32637736,0.25120336,-0.05471681,-0.12608339,-0.05340789,-0.00091685343,-0.014060331,0.100688644,0.4327535,0.30562496,0.065762736,0.12439387,-0.034969993,0.033122096,0.29802242,-0.045589373,0.13444714,0.51455015,0.05313101,0.06413112,-0.123883545,-0.118965045,0.12180327,0.09052435,0.025269955,0.18960553,0.061101228,-0.05891245,-0.14515096,-0.01697953,-0.09879447,0.008093532,-0.09081392,-0.17229378,0.009008209,-0.008058232,0.0013484071,0.101978116,0.04446704,-0.045727875,0.017131751,0.2309217,0.34626278,0.3798194,0.48513693,0.15754351,-0.066578954,0.03826579,-0.038071927,-0.06625204,0.016321823,0.16798863,0.19268282,0.14505206,0.005276729,0.35912204,0.16365041,0.014907282,0.24924545,-0.055795263,-0.044680823,-0.11257057,0.13385585,-0.008165583,-0.012242744,0.13199644,0.19150248,0.06060132,0.17759685,0.10302727,0.15916051,0.3678988,0.27202445,0.43263048,0.047080148,-0.032485787,1.0,-0.060006835,-0.043488886,0.6009137,-0.07335633,0.56521374,0.31080094,0.3214546,-0.031025706,0.42960855,0.07034132,0.2938511,0.5627788,0.11906746,-0.066948794,0.46104276,0.11269596,-0.025390226,-0.008589179,0.056630146,-0.110327035,0.5459697,-0.042240504,-0.06595853,0.17262873,-0.041675106,0.36815935,0.1780369,-0.09965954,0.3271893,0.14677228,0.042412072,0.18128112,0.35451308,0.057180125,0.26030084,0.1009233,-0.09525609,-0.065057985,0.0038643356,0.10626625,-0.016027782,0.46699557,0.33829919,0.51406807,0.16092184,0.042699866,0.21438673,-0.095446244,-0.02585941,0.17784871,0.35002068,-0.09152109,0.5207485,-0.117462456,0.1319323,0.11657435,0.49223915,0.32294482,-0.055755943,0.045052454,0.015420537,0.38183334,0.041991174,-0.019609053,0.19235586,-0.097853616,-0.009769649,0.21413647,0.153368,0.26901612,0.2427164,-0.12149061,0.05974304,0.5785228,0.016729852,-0.032060675,0.32274348,-0.10425188,0.012130465,0.175017,0.24032037,0.25798583,0.18271858,0.40619302,-0.02238906,0.21209405,0.03931634
P06702,0.27010787,-0.054666955,0.16551824,0.01095455,-0.029854588,-0.03070068,-0.036911797,-0.047130965,0.017857302,0.29886308,-0.024825815,-0.019971391,0.21052463,-0.01615542,0.09295132,-0.05350596,0.01045553,0.11055133,-0.050069947,-0.029747287,-0.021057319,-0.052769743,-0.06326022,-0.055837236,0.024542727,0.016076364,-0.0015325183,-0.01905915,0.41884977,0.12184422,-0.03226691,-0.040899985,0.39046153,-0.003933189,0.004944323,0.07251773,0.025240092,-0.04341646,0.07031385,0.059285842,0.21758036,-0.013180115,-0.03182564,0.0018159018,0.01477208,0.13963291,0.18185778,-0.06896687,0.015792012,0.026594803,0.021703959,-0.013558524,0.009189452,-0.027828306,0.037294663,0.04247219,0.027400337,-0.038120825,-0.037821617,-0.057889745,0.031138092,-0.03921176,-0.0498172,0.21769832,-0.08515891,-0.06866996,0.18165061,0.2211396,-0.020501288,0.28218082,0.018922282,0.068257496,0.051348872,-0.04763296,-0.02957967,-0.03959575,-0.027178505,0.016096137,-0.058759764,-0.037695006,0.0140886735,0.653387,-0.06789351,-0.026799474,0.03692506,0.01819445,-0.056176748,-0.063951224,0.122821994,0.44864455,-0.060006835,1.0,-0.025124108,-0.043420866,-0.0135497395,-0.054008476,0.0243685,-0.05081171,-0.010857931,-0.04937463,-0.028905207,-0.036527384,-0.07524786,0.043064337,-0.011347187,-0.08363715,-0.02024527,-0.045722686,-0.020750511,0.11366502,0.17715512,-0.052331023,0.013261309,-0.024611361,-0.006535506,-0.029336885,-0.01051447,-0.03249617,-0.053451315,0.07518989,0.012119507,0.33453,0.38387087,0.40581498,-0.030145807,0.02915072,-0.06335607,-0.011152433,-0.033960037,-0.050760284,-0.047971755,-0.032516807,-0.014323538,-0.044460233,-0.019133473,0.04399373,-0.04425115,-0.025581995,-0.025185423,0.15565345,-0.033311024,-0.023029232,-0.048401546,-0.066893086,-0.034787282,-0.042929757,-0.033554383,-0.05675077,0.17041357,0.08281425,-0.05915584,-0.021680787,-0.028136658,-0.019937314,-0.025348479,-0.029944707,-0.010100607,-0.003010405,-0.018318025,0.17900668,-0.0012252844,-0.027675584,-0.03296507,-0.017741904,-0.017026922,-0.0085527105,0.010879087,-0.015114323,-0.017244788,0.20005746,0.03183639,0.07874212,-0.011146835,-0.045598496,0.076708645,-0.030604206,-0.025999676,-0.025629427
P06727,-0.052915726,-0.036748063,0.23702976,-0.034841903,0.08453244,-0.048609592,-0.076374285,-0.015769709,0.082413346,0.18548617,-0.061701324,-0.086303554,-0.0792289,-0.061339047,-0.030242704,-0.03967428,-0.1085968,0.07434996,-0.11220076,-0.061260357,-0.1464521,-0.043830574,0.012335809,-0.04321188,-0.06467032,-0.011700032,-0.03054869,-0.009481134,0.022446817,0.02432179,0.019863302,0.023254998,-0.03993874,0.008626206,-0.020386025,0.017383236,0.048334222,0.0021120138,-0.075732976,-0.027937608,0.006836798,0.05583859,0.4035072,0.17580162,0.04037038,0.00078992493,0.15121496,0.10191861,-0.028751416,-0.028476587,-0.06280063,-0.017558469,-0.10473784,0.1923499,0.16375759,0.15238826,0.06610226,0.036542516,0.0041121827,-0.0026184143,-0.10940887,-0.056028944,-0.1410264,0.04796749,-0.110613786,-0.042313397,-0.042375945,-0.05707295,-0.058487304,-0.07288719,0.062132698,-0.08640636,-0.05756119,-0.052476592,-0.07025849,-0.07308447,0.120635144,-0.09740588,-0.06051049,0.0027817134,0.019087655,0.008897804,0.2705238,0.033961855,-0.11494341,0.09152662,-0.035136916,-0.07720399,-0.01614672,0.0036199375,-0.043488886,-0.025124108,1.0,-0.030648991,-0.061907228,0.014808716,0.03250607,0.03088554,-0.0058295676,-0.09588529,0.035400204,0.052783106,-0.015789375,-0.08499517,-0.046956148,0.008104177,0.04545927,0.0020255572,0.036024828,0.089131236,-0.055178653,0.019795666,-0.14573188,0.11026113,0.009399256,0.09262145,-0.048608314,0.018913025,-0.020260755,0.11288944,0.030271133,-0.08739578,-0.03519996,-0.09488283,0.031127067,0.06577551,0.10481978,-0.076196745,-0.098024376,0.0040427824,0.052874472,-0.06281828,-0.01747967,-0.019047817,0.0248632,0.15195814,0.022219265,-0.04193153,0.061971758,0.17898293,0.0067679584,0.0750572,0.010121801,0.00026041642,0.15405235,0.082169205,-0.032638483,-0.020783411,-0.027229888,0.062027667,0.027284171,0.03865084,-0.015399425,0.03440023,0.05531093,0.0012560585,-0.085667364,-0.072955616,0.008984908,0.047091406,-0.056026354,-0.05532653,-0.074003085,-0.055649538,-0.019128567,0.20161879,-0.057473198,0.038867436,-0.042491242,0.120281294,0.044422958,-0.053207975,-0.07791041,0.079581924,-0.03621258,-0.07503156,-0.02092695,0.008907444
