,B9A064,O00391,O14791,O43866,O95445,P00488,P00734,P00736,P00738,P00739,P00740,P00742,P00746,P00747,P00748,P00751,P01008,P01009,P01011,P01019,P01023,P01024,P01031,P01034,P01042,P01591,P01593,P01599,P01615,P01619,P01700,P01701,P01764,P01766,P01857,P01859,P01860,P01861,P01871,P01876,P01877,P02533,P02647,P02649,P02652,P02654,P02655,P02656,P02671,P02675,P02679,P02741,P02743,P02745,P02746,P02747,P02748,P02749,P02751,P02753,P02760,P02763,P02765,P02766,P02768,P02774,P02775,P02776,P02787,P02788,P02790,P03951,P03952,P04003,P04004,P04070,P04114,P04196,P04217,P04264,P04406,P04433,P05090,P05106,P05154,P05155,P05156,P05452,P05546,P06312,P06396,P06702,P06727,P06733,P07225,P07357,P07358,P07360,P07737,P07996,P08514,P08519,P08603,P08697,P08709,P09871,P0C0L4,P0C0L5,P0DJI8,P0DOY2,P0DOY3,P10643,P10720,P10909,P11142,P11226,P12259,P12814,P13645,P13671,P14618,P15169,P17936,P18065,P18206,P18428,P19652,P19823,P19827,P20851,P22352,P22891,P23142,P23528,P25311,P27169,P27918,P35443,P35527,P35542,P35579,P35858,P35908,P36955,P39039,P43652,P48740,P49747,P49908,P55056,P60709,P61224,P62937,P63104,P67936,P68366,P68871,P69905,P80748,P81605,Q03591,Q04756,Q06033,Q13103,Q13201,Q13790,Q14520,Q14624,Q5TB80,Q6Q788,Q86UX7,Q92954,Q96IY4,Q96PD5,Q9BXR6,Q9UGM5,Q9UK55,Q9Y490
P19827,-0.00273215,-0.036208503,-0.04908777,0.021461975,-0.037421573,-0.021917012,0.15871216,-0.017715285,0.017751524,0.07245399,0.010187508,-0.014639067,-0.057570666,0.010408292,0.007905977,0.025431972,-0.092747055,0.1823913,-0.05355476,0.05294189,-0.011370508,0.09574644,-0.012867949,-0.055788234,-0.07778445,0.025045356,-0.007158886,0.013538942,-0.06562995,-0.032434,-0.024475202,-0.023111567,0.08521451,-0.08037941,0.034283098,0.01847471,0.071614355,0.022491185,0.10286625,0.0045900727,0.08970491,0.03422445,-0.13582262,-0.13633494,-0.11603664,-0.05169316,-0.021810396,0.20335092,0.11034358,0.10158413,0.094663866,0.1866893,-0.085059464,-0.058595296,-0.0680061,-0.06940627,0.04596327,-0.047226366,-0.010318229,-0.019361135,0.5479503,0.0033693372,-0.083128646,0.045735408,-0.06269696,-0.054751363,-0.04986252,-0.058634162,-0.052954294,-0.07857512,-0.050381377,-0.0815652,-0.07663034,0.13975357,0.12953451,0.21693073,0.052185066,-0.0780214,0.017490948,-0.06319178,-0.024753297,-0.031556,-0.0045923446,-0.040945373,-0.040725593,0.049780566,-0.0112695135,-0.07064161,-0.0091845775,-0.041368317,-0.065057985,-0.033960037,-0.098024376,-0.049302377,0.074274905,0.017999342,0.15775451,0.0862186,-0.033837583,-0.045678113,-0.042073518,-0.0026646086,-0.025171285,0.2646897,-0.013746395,0.07047882,0.13096763,0.39084262,-0.06922357,0.027200181,0.022242246,-0.03615357,-0.09539963,-0.0445291,-0.021205643,-0.03742074,-0.0034664634,-0.04677304,-0.039714113,0.15532812,-0.030925687,0.04160844,-0.062154967,-0.06259632,-0.040620975,-0.030321853,0.037842583,0.779685,1.0,0.13422877,0.05888823,0.12237666,-0.03718486,-0.03458725,-0.018326497,0.13477129,0.04596864,0.20111436,-0.013963241,-0.07035887,-0.027363567,-0.033139687,-0.03280192,-0.008171617,-0.06794753,0.0046728123,-0.0017065303,0.117451176,-0.0892728,-0.08921358,-0.058584612,-0.018253665,-0.010228644,-0.04124251,0.039801683,0.049234554,-0.07219087,-0.074002676,-0.01320584,-0.018562526,-0.107530385,-0.0318093,0.55761254,0.27719542,-0.024997635,0.027437404,0.5215468,-0.0986996,0.37039426,-0.021508982,-0.007619054,-0.09084822,-0.058007836,-0.0020263132,-0.063048296,-0.03637463,0.15081184,-0.022012055
P20851,-0.03352132,0.07380228,-0.024587587,0.13696447,0.16164915,-0.021913538,0.4135821,0.11047659,0.034355067,0.056274183,0.38010123,0.31253716,-0.029472357,-0.036480833,0.04462382,0.001108684,-0.03394129,-0.034235068,-0.08031537,-0.01184141,-0.073365375,0.058461133,0.11073493,-0.031016847,-0.048375323,0.06794655,-0.032622084,-0.015013468,0.025197277,-0.037761424,0.009014216,0.11216694,0.03285521,-0.0040099663,-0.01722027,-0.00070915493,0.16332217,-0.0024426056,0.101993635,0.008661147,0.061002407,0.033781853,-0.1012751,-0.025916472,-0.008714196,0.049615685,0.12482869,-0.01274848,-0.047423497,-0.032039143,-0.07032216,0.22391577,0.18104748,-0.053158626,-0.039323885,-0.0048798765,0.09392986,0.02137073,0.05690377,-0.07229629,0.16029193,0.00325227,-0.108606994,-0.02590657,-0.13008997,-0.09842822,0.064885944,0.102135934,-0.08381782,0.055532508,-0.070090674,-0.06826555,-0.04431884,0.6186582,0.10518931,0.5144842,-0.007608912,-0.049174305,-0.0090648765,0.02243113,0.02126677,0.016597508,0.13790885,-0.0039328323,-0.10079595,0.11265741,0.016527997,-0.005858915,0.019599287,-0.037193466,0.0038643356,-0.050760284,0.0040427824,0.054753743,0.495669,0.11713096,0.04859523,0.113803685,0.14345673,-0.023274697,0.0049947086,0.08314403,0.11481169,-0.009014883,0.1811525,0.10873722,0.22534359,0.26878005,0.01034805,0.1414181,-0.0005841652,0.06148971,0.05028607,-0.041227896,0.006981452,-0.04799546,0.025035111,0.027665488,-0.011421913,0.08195058,0.11320961,-0.042442653,-0.012795778,-0.08589303,0.007866032,0.092039354,0.11629375,0.14409393,0.13422877,1.0,0.001164678,0.44307947,0.05889712,0.102916986,0.08285865,0.12781872,0.12079286,0.1307549,0.027567552,-0.078586705,0.033757646,0.060253233,-0.0062847896,0.064955756,-0.06362452,-0.03286346,-0.0033082082,0.20797229,0.0047289957,-0.010618181,0.014237845,0.06074637,0.037183806,0.014575663,0.13698526,0.11944219,-0.03277633,-0.030771786,0.057086464,0.028728532,-0.042910196,-0.013050065,0.23262602,0.24980496,0.09270924,0.09599538,0.09172029,-0.033839036,-0.058233164,-0.035898462,0.07800412,-0.004135314,-0.048626624,-0.03715102,0.073089115,-0.048517425,0.2855559,0.014719339
P22352,-0.013601586,0.118230514,0.03132913,0.15839231,0.09940649,0.039990604,-0.034779217,0.011734894,0.07346423,0.013780935,-0.048658907,-0.047027435,0.15967074,0.07076761,0.014899105,0.15638578,-0.06766025,0.08350647,0.025984034,0.043721113,-0.027549079,-0.02543603,0.15121,0.21133722,-0.05463928,0.22304882,-0.015193471,0.013163273,0.031400282,-0.0043069576,-0.002779382,-0.0031637803,0.0023795322,-0.05555614,-0.0007440023,0.10783872,0.15349941,-0.0065690684,0.03855269,-0.005507205,0.20277031,0.32529792,-0.042774945,-0.07839145,-0.0559604,0.042788092,-0.03235265,-0.034388974,-0.07084407,-0.042596027,-0.07345276,0.127593,-0.036427643,0.021390494,-0.018005036,0.022387546,0.14475755,0.053856812,0.03177847,0.36204717,0.06766165,0.010953128,0.055640586,0.011817138,0.17848846,0.28279135,-0.02905439,0.04727229,0.14940804,-0.05420242,0.3662817,-0.057705592,-0.028241528,-0.031270746,-0.08587855,-0.043210465,0.0148933865,-0.055711422,0.34638497,0.0764844,0.14431898,-0.0086950185,0.06969516,-0.009781056,0.021922486,0.06976043,0.11600077,0.03492562,0.2409686,0.008527762,0.10626625,-0.047971755,0.052874472,0.0063409023,-0.0084120305,0.039933123,0.11527538,0.1470091,0.031415015,-0.010842219,-0.024486244,0.009411747,0.07740144,0.029913813,0.0073062736,0.100627474,-0.093177974,0.028368354,-0.034150306,0.09309463,-0.0693,0.118179865,-0.0800924,-0.023324369,-0.0036099672,0.02806141,0.007744771,-0.03563062,0.046000477,0.08957897,-0.008222809,0.09247798,0.003495218,-0.009651367,-0.019358462,0.058273338,0.3224905,-0.04856223,0.05888823,0.001164678,1.0,0.01661612,0.022598945,0.00030594095,0.09015381,0.08429224,0.1336511,0.22196509,0.04734007,-0.028270954,-0.026452033,0.068233304,0.0049398034,0.07440296,-0.05187833,0.38105512,0.028638283,0.053873144,0.09870025,0.074022055,-0.00033701397,-0.024288176,0.03469564,-0.012014928,0.0059945052,0.045808323,-0.002843123,0.016363805,-0.013760053,-0.024309507,-0.061132282,0.04234748,0.21567851,-0.036373373,0.01863328,-0.017394273,-0.009055278,0.069776334,0.22042325,0.20110509,0.003759904,-0.050335407,0.2156255,0.3347641,-0.02214486,0.051640112,0.055246245,-0.023279006
P22891,0.05710997,0.017299894,-0.039612267,0.24515623,-0.01554934,0.06508037,0.5574068,-0.0028881158,-0.032769915,0.02752416,0.72828174,0.72368807,-0.025801402,-0.052755717,0.012970822,-0.06363019,0.066391475,0.09719575,-0.06452992,-0.009066693,-0.04998901,-0.041035447,-0.0033616433,-0.06383461,-0.028035827,0.1549682,-0.031493988,-0.004909268,-0.05722612,-0.046817776,-0.005924428,-0.0014488249,0.02396439,-0.033299003,-0.04540841,0.012087767,0.026927823,-0.04300213,0.13280247,0.024149606,0.03684646,0.03518499,-0.15355878,0.06041139,-0.06229204,-0.02912407,0.041149706,-0.0591863,-0.06418513,-0.03244698,-0.059360236,0.11708741,0.27914143,-0.05408058,-0.05828401,-0.0742233,0.038299516,-0.085117824,-0.023468902,0.005005724,0.106048375,-0.0128804315,-0.08867906,0.26105562,-0.14052972,-0.06539489,-0.044989076,0.0073980773,-0.04680831,-0.020276913,-0.103827894,-0.032610163,-0.06028351,0.5895013,0.12690414,0.667888,-0.051017474,-0.017956177,-0.028683344,-0.047652543,0.035066243,-0.0132012665,-0.031761087,-0.023465624,-0.021898922,-0.020343788,0.021105383,-0.025942434,0.033767223,-0.039190333,-0.016027782,-0.032516807,-0.06281828,0.014741463,0.72074604,-0.004679255,-0.02576403,0.017215453,-0.025564233,0.02782216,-0.027191646,0.0035552012,-0.041831847,0.103839815,0.62751067,-0.0023240824,0.11268833,0.04923937,-0.04047603,-0.049911134,0.11092476,-0.017230041,0.18859658,-0.03506188,0.019186404,-0.027559685,0.0035313,-0.032187007,-0.04929261,-0.023734542,0.05012251,-0.009392905,-0.036634285,0.03593282,-0.007886929,-0.029509518,-0.02705479,0.07579853,0.12237666,0.44307947,0.01661612,1.0,-0.019931573,0.089650325,-0.026268316,-0.00830084,0.14500624,0.31863874,-0.032738462,-0.07558284,-0.016152076,-0.04634564,-0.035394758,-0.048862793,-0.053734325,-0.060505763,-0.0048609357,0.10872094,-0.042252377,-0.061992243,-0.035243414,-0.0023218964,0.09526786,-0.026632374,0.045656852,0.08367665,-0.045176286,-0.046532433,-0.013930337,0.002514692,-0.076280616,-0.04519076,0.19042127,0.38982514,-0.004454307,0.010988967,0.10983581,-0.089804076,0.051740196,-0.036204193,0.104318075,-0.04122862,-0.052412007,-0.046350874,-0.014407279,-0.037683666,0.46103016,0.07310584
P23142,-0.03646839,0.60359794,0.112466626,0.18873823,0.19366187,0.07790357,-0.06096149,0.5059847,0.06517015,0.05274659,-0.024897285,-0.057177164,0.18686011,0.12282018,0.32392454,0.21349484,-0.09523801,-0.13516621,-0.069730714,-0.00880421,0.028337745,0.00034130912,0.40963003,0.1563801,0.0019833727,0.06943398,-0.03117937,0.03482207,0.29568425,-0.008346944,0.16330653,0.56748486,0.03617664,0.10004077,-0.0970068,-0.09774218,0.11428028,0.11471841,0.03279999,0.020512132,0.11540581,-0.07439901,-0.012639993,-0.09426074,-0.02842174,-0.009793387,-0.07157408,-0.13583708,-0.011366676,-0.034668207,-0.037942413,0.041261848,0.05629503,-0.046625566,0.041834097,0.16945006,0.3889884,0.18937299,0.46781304,-0.006938566,-0.06965461,0.02328844,-0.100937545,-0.13154778,-0.083936304,-0.020009052,0.09753123,0.08739182,-0.044396892,0.4074585,0.041249976,-0.047411446,0.15870173,0.0013823428,-0.1274991,-0.07164885,0.21954048,0.002564017,-0.049306158,0.11981215,0.06008689,0.07420071,0.22016007,0.061415605,-0.09973118,0.40532148,0.17555282,0.34249705,0.017056996,-0.029823843,0.46699557,-0.014323538,-0.01747967,0.49012366,-0.014490743,0.60624915,0.31537405,0.3476496,-0.0606775,0.2310303,0.045981355,0.35324904,0.51549304,0.02367295,-0.03422081,0.35878292,0.061480097,-0.02964257,-0.09042635,0.060075857,-0.123768985,0.5330156,-0.05968018,-0.049174044,0.09107378,-0.02723044,0.31427658,0.16235258,-0.10205601,0.32234886,0.21838766,-0.02588209,0.12196998,0.025583562,0.017534152,0.12661959,0.11581682,-0.03227728,-0.03718486,0.05889712,0.022598945,-0.019931573,1.0,0.144128,0.5473646,0.28373793,0.009704533,0.22112839,-0.11802825,-0.036119252,0.11289692,0.47868297,-0.10242774,0.53781134,-0.068392396,0.08215299,0.09091721,0.51376426,0.30966055,-0.07656992,-0.02955908,-0.021566724,0.06780964,0.009572087,-0.011968854,0.17743331,-0.056026384,-0.07527666,0.23400286,0.19357635,0.059026923,0.17504947,-0.0888164,0.08325324,0.6092087,0.06400393,-0.0010362666,0.11058177,-0.077231064,0.033097338,0.07403828,0.19368817,0.16117755,0.16094553,0.39663094,-0.053767562,0.29106668,-0.07140933
P23528,-0.08884609,0.31893763,0.020097068,0.049659487,0.16338766,0.23469283,-0.021664938,0.12713724,0.20239142,-0.012874089,0.007079338,-0.026492078,0.07845277,0.03197572,0.11189712,0.18994977,-0.03954603,-0.094390064,-0.045889918,0.10282896,0.0025913334,0.022551466,0.22436619,0.10787483,-0.030842464,-0.0012618988,-0.04470624,-0.015092727,0.09047877,-0.047032736,0.017424991,0.2515512,-0.017905189,-0.019470526,-0.09640268,-0.046332926,-0.06221396,-0.0018392853,-0.04245359,0.0027537304,-0.0057649096,-0.0027880736,-0.0977807,-0.058509152,-0.06501171,0.011174785,0.04250879,-0.09262021,-0.062320907,-0.09141328,-0.07379341,0.16058528,-0.023396289,-0.02436479,0.012421508,0.04139554,0.24524012,0.07908831,0.17103992,-0.0096439095,-0.03055862,-0.0040642195,-0.054118052,-0.06739907,2.5506522e-05,0.0054547805,0.030123353,0.14188549,0.004919183,0.1356707,0.0573818,-0.028632395,0.053417973,0.016782403,0.006575399,-0.024143066,0.07434434,-0.043813713,-0.012064072,0.17463718,0.53136927,-0.0065782573,0.13873011,0.53282875,0.10015107,0.052187007,0.33714706,0.32487684,-0.05655144,-0.049240768,0.33829919,-0.044460233,-0.019047817,0.59785354,0.003227465,0.23842086,0.10436874,0.17188004,0.43086675,0.56419206,0.50934553,0.17879848,0.17442499,0.008213276,-0.01846483,0.06971684,-0.002885508,-0.039305374,-0.07459926,0.032834023,-0.089010336,0.26859432,-0.02880227,-0.03274336,0.33843073,-0.04047323,0.18338433,0.4397393,0.0035733602,0.13698258,0.30633232,0.036979534,0.081816845,0.31490016,0.53357613,0.05734179,-0.041122623,-0.05906258,-0.03458725,0.102916986,0.00030594095,0.089650325,0.144128,1.0,0.23582247,0.073677905,0.075604804,0.10570753,0.064621896,-0.05557947,0.5700345,0.11090272,0.0908326,0.16719468,-0.06452727,0.0009440222,0.035437893,0.20085092,0.08135299,0.044999316,0.42542747,0.4279276,0.590834,0.4757778,0.3400945,0.27933973,0.037986804,0.12469473,0.043867268,0.069569506,-0.036537606,0.08726569,-0.045247775,0.09897986,0.28197852,0.020530263,0.013169233,0.021143189,-0.09277297,-0.0052013057,0.39524394,0.07519735,0.016466515,-0.013225856,0.15738195,-0.020595599,0.10918163,0.5571485
P25311,0.0711022,0.72752047,0.12853447,0.30025604,0.35635725,0.06586333,-0.037723046,0.5943423,0.2783904,0.19996858,-0.008005228,-0.048379138,0.25564754,0.1390762,0.3808024,0.35632983,-0.08791468,0.0002889734,-0.07012563,0.044253267,0.04528693,0.08858278,0.6224831,0.2652537,0.04024685,0.1799968,-0.031523228,0.037599802,0.4180404,-0.007894462,0.19845112,0.86128813,0.15835544,0.23975194,-0.04277887,-0.025588188,0.19929199,0.20251824,0.10670298,0.08089899,0.31214172,-0.049766872,-0.1341175,-0.1031707,-0.078296706,-0.009772495,-0.090601854,-0.16286613,-0.11052826,-0.16962452,-0.15996253,0.14787912,0.10091863,-0.03480177,0.06573695,0.25776988,0.487825,0.24036738,0.59859604,0.16956495,0.00067473244,0.1663529,-0.1076592,-0.107651226,0.016259514,0.11182392,0.10220842,0.12387717,0.06456751,0.559013,0.254078,-0.041938793,0.24372187,-0.0076874765,-0.120174594,-0.068461776,0.33399746,-0.0005671898,0.095770516,0.17475122,0.0947235,0.12464451,0.3372633,0.0898784,-0.10182943,0.43927354,0.28880447,0.3790375,0.041462105,0.013273759,0.51406807,-0.019133473,0.0248632,0.65991944,-0.007898193,0.81964815,0.5949942,0.50079876,-0.036250357,0.25552148,0.062696,0.560541,0.57574004,0.14879334,-0.03019451,0.45185983,0.18295532,0.019377202,-0.080852486,0.18134046,-0.058285154,0.6432502,-0.04423331,-0.0471918,0.158797,-0.02671168,0.48353943,0.26555344,-0.10727857,0.57259715,0.3063516,0.022555752,0.17262203,0.011403431,0.049471453,0.20517747,0.30728802,-0.01574758,-0.018326497,0.08285865,0.09015381,-0.026268316,0.5473646,0.23582247,1.0,0.39335766,0.040806886,0.322537,-0.11036303,-0.008469552,0.13868156,0.63875806,-0.11911126,0.69666564,-0.0765577,0.4235582,0.1331642,0.70734394,0.34245628,-0.048481572,-0.102624826,-0.004614579,0.10641559,0.042043265,0.0053044483,0.28959557,-0.07084112,-0.08574852,0.2923292,0.3383463,0.10788938,0.27438298,-0.098078914,0.19745485,0.833119,0.10274844,0.06822,0.1927875,0.03053086,0.03384496,0.11686075,0.30122614,0.20996866,0.34389308,0.60687476,-0.059879594,0.36597064,-0.08371325
P27169,0.069775335,0.26716876,0.39574367,0.11409743,0.54895896,0.0139414,0.080843605,0.26468977,0.110560685,0.26320654,-0.027256371,-0.0782963,0.070892066,0.014983423,0.09843092,0.14687343,-0.065933764,0.114759766,-0.10747728,0.010784061,-0.07888971,0.06765818,0.25818905,0.07543963,-0.01951468,0.10172484,-0.047791407,-0.00032815433,0.24288268,-0.008740375,0.07176765,0.39587766,0.1307374,0.10304769,-0.045829214,-0.011168709,0.12404686,0.08695958,0.086116895,0.06568276,0.10768785,0.017458415,0.07378506,-0.0937197,0.22324942,0.039871816,0.26634413,0.0021671152,-0.06368594,-0.0509653,-0.091668375,0.0720157,-0.0041629425,-0.078385174,-0.040320583,0.047408685,0.29249284,0.17920989,0.25266618,0.02105945,0.06459035,-0.0018627638,-0.13710889,0.08401537,-0.08791099,-0.050763924,0.03175058,0.070730224,-0.05662159,0.20038234,0.08065253,-0.066907674,0.056128558,0.0506015,0.06701474,0.0019863194,0.23494132,-0.06967246,-0.004796804,0.0833079,0.017164038,0.14648497,0.32299036,-0.0021647997,-0.11149821,0.35473168,0.123766415,0.08509901,0.13816585,0.057378918,0.16092184,0.04399373,0.15195814,0.19500078,0.047264487,0.3424051,0.30262908,0.23378639,-0.00922863,0.02904067,0.0019999954,0.26192215,0.3300795,-0.022774026,-0.02356403,0.2398332,0.032035973,0.12089497,-0.000732824,0.201815,0.02286777,0.26970527,-0.103429705,0.045153927,0.0565271,-0.039771006,0.18619867,0.07772066,-0.024562456,0.26587442,0.14154392,0.017043525,0.09199827,-0.0150234485,-0.0010133203,0.110429645,0.23805858,0.13622147,0.13477129,0.12781872,0.08429224,-0.00830084,0.28373793,0.073677905,0.39335766,1.0,0.037222307,0.16481726,0.031001296,0.2667082,0.00973293,0.45086962,-0.013434473,0.2569499,-0.09078495,0.15675361,0.059687726,0.32635477,0.1253956,0.11359291,-0.090375565,0.0017980385,-0.002043561,-0.0034148826,0.02796748,0.1365651,-0.058218207,-0.06714877,0.11658347,0.115392745,-0.022326786,0.07821464,0.08105981,0.059699155,0.31432673,0.6665929,0.06465301,0.11849175,0.110383384,0.20436412,0.09379561,0.12433286,0.12812467,0.16750507,0.24297264,-0.06936316,0.22198455,-0.057713192
P27918,0.064502016,0.12724732,-0.019066112,0.44189796,0.046273977,0.04316554,-0.004026704,0.11888326,0.057964273,0.021665514,-0.0006889987,-0.043515086,0.07951035,-0.01898843,0.035400335,0.06755457,-0.06910979,0.04132126,-0.05936944,-0.026650138,-0.071294114,0.45891425,0.13290656,-0.025921822,-0.05688385,0.2987285,-0.03234431,0.008751697,-0.01671255,-0.025074823,0.021943433,0.070803136,0.033556957,0.08301708,-0.00013371311,0.14345112,0.08472787,0.0028286234,0.15681466,0.028287021,0.054273468,0.12959504,-0.10286367,-0.07349437,-0.05559551,0.015141258,0.19693875,0.012126392,-0.024315562,-0.009123373,-0.03062956,0.18330146,-0.022246094,0.026335055,0.046996683,0.1158705,0.12912838,0.009001022,0.16419858,0.048056092,0.031528275,-0.022889405,-0.075823694,-0.0022729977,-0.050821226,-0.0016701239,0.027158024,0.05379763,0.018953517,0.015550845,0.0708612,-0.052763034,0.0014652401,0.04248205,0.052089777,-0.0069655245,0.071389586,-0.030734124,0.0015935983,0.084572576,0.09584385,-0.011063742,0.11192629,0.018086765,-0.03321519,0.10718772,0.006844596,-0.016570842,-0.005998364,0.029947007,0.042699866,-0.04425115,0.022219265,0.030544078,0.05048838,0.07044868,0.120990686,0.20542116,0.07295872,0.026588954,0.04367733,0.121296294,0.092700906,-0.008479562,-0.013404485,0.23162444,-0.03400121,0.048759278,0.019548574,0.10221854,0.033843286,0.028611142,-0.068094835,0.027286764,0.09309328,0.05231514,0.073715426,0.022806684,0.06397931,0.08897432,0.19120358,0.020177692,-0.02574783,-0.049408615,0.03990395,0.11723335,-0.000575531,-0.0068354188,0.04596864,0.12079286,0.1336511,0.14500624,0.009704533,0.075604804,0.040806886,0.037222307,1.0,0.20530292,0.07273759,-0.047643065,0.02967739,0.020263633,0.09366678,0.010206091,-0.048798233,-0.021129724,0.13308646,0.15097487,0.011150301,-0.049108204,0.10262767,0.08058377,0.10350573,0.008319062,0.20933169,0.09813508,-0.018613799,-0.019634932,0.001036656,0.017144296,0.013670548,0.0010225126,0.07498657,0.104313985,0.033719365,0.06278556,0.052797448,-0.042020176,0.0062042647,0.0071338452,0.13932927,-0.0041046645,-0.04207057,-0.022120645,0.09669101,-0.027200487,0.188157,0.07465484
P35443,0.013643368,0.26922,0.031458244,0.3522317,0.26183796,0.09899448,0.085539475,0.2252897,0.049723607,0.050978683,0.10088796,0.058084507,0.26942384,0.07319026,0.12220871,0.21775252,-0.09026521,-0.017412994,-0.004914311,0.06488796,0.021893105,-0.00511496,0.27685162,0.23161225,-0.067715734,0.25235596,-0.013684251,0.037742686,0.12025974,-0.022180105,0.11052633,0.35759434,0.1810165,0.009701013,-0.09742607,0.02620522,0.06305688,0.053075306,0.08862175,0.022250554,0.15243594,0.15101923,-0.1562527,-0.1283508,-0.10381287,0.2194948,-0.0074849287,-0.06859841,-0.06859811,-0.051243886,-0.07534113,0.3626054,-0.005791903,-0.02324408,0.018833939,0.07811699,0.23346208,0.036102746,0.25302473,0.19298102,0.14704198,0.07038763,-0.0026460353,0.022644712,-0.01323633,0.086147256,0.20629671,0.007304201,0.061385926,0.18408738,0.028656293,-0.08258028,0.04984899,0.09626129,-0.063264355,0.16697796,0.10698523,-0.06551342,0.08985509,0.062709086,0.12410901,0.06314551,0.11874748,0.045040227,-0.019200638,0.17022441,0.25082743,0.2738202,0.058772076,-0.0026597441,0.21438673,-0.025581995,-0.04193153,0.27386832,0.14409158,0.33476055,0.23959161,0.24898128,0.16760166,0.17006132,0.033727597,0.23615506,0.27143106,0.19221126,0.059867408,0.19083598,0.03590532,0.13118973,-0.037586246,-0.0061517674,-0.063405536,0.31523365,-0.06083212,-0.05086659,0.14215432,0.0023981621,0.22614431,0.11984946,-0.033534106,0.22925843,0.22871628,0.07652916,0.07605047,0.068606034,0.036986977,0.045263033,0.09018263,0.15034048,0.20111436,0.1307549,0.22196509,0.31863874,0.22112839,0.10570753,0.322537,0.16481726,0.20530292,1.0,0.015435918,-0.046238046,0.066431694,0.20289388,-0.022869874,0.21632962,-0.06561331,0.08198709,0.08679027,0.56666136,0.21200971,-0.05643374,-0.014807727,0.024119234,0.11902718,0.03449161,0.16179617,0.26955563,0.006704589,0.006964769,0.23739852,0.30183345,-0.019925702,0.1224873,0.28580472,0.20925352,0.34388468,0.04741309,0.2128844,0.053070195,0.19889764,0.17156573,0.10610555,0.080319285,0.06484051,0.059479143,0.24440974,0.007881112,0.53952205,0.032136638
P35527,-0.15129305,-0.1349277,-0.04045716,-0.09784908,0.022495667,-0.026748827,-0.09362983,-0.029705506,0.0514013,0.012506143,-0.050472945,-0.07398547,-0.09353314,-0.046205517,-0.12919937,-0.049308084,-0.10830838,-0.07404401,-0.06408255,0.016285773,-0.10420707,0.058716856,0.029648421,-0.051108804,-0.022144502,-0.03922724,-0.011311705,0.0007008689,-0.010285939,0.03229849,-0.0049867253,-0.12282755,0.03678992,-0.06470396,0.010410879,0.036815893,0.050236836,-0.053286288,0.11802007,-0.047059465,-0.017120216,0.47082517,-0.07497308,-0.10215991,-0.066736825,0.14708814,0.19093315,0.03777634,0.029732957,0.040106315,0.03223801,0.06052584,-0.07978616,-0.0039761704,-0.027796356,-0.026140327,0.009444509,1.0201938e-06,-0.13176721,-0.006410486,-0.01307092,-0.048731357,-0.061559774,-0.0058560204,-0.0036466355,-0.070579186,0.110066615,-0.042700987,-0.033079717,-0.1381739,-0.0029122017,-0.05721603,-0.05865523,-0.022212675,0.00045330595,0.0046197707,-0.019896137,0.15183526,-0.0009936923,0.6281339,0.08629357,-0.009707191,0.17861086,0.1469512,-0.06966644,-0.0838978,-0.05420668,-0.11819995,0.034452923,0.037289824,-0.095446244,-0.025185423,0.061971758,-0.07860665,-0.039818976,-0.061531663,-0.05334908,0.03250382,0.2313364,-0.04256145,0.18766472,-0.0091606835,-0.10730325,-0.110001296,-0.055870533,-0.017990336,-0.14586315,0.10877085,0.07978159,0.23784241,-0.1097257,-0.06530328,-0.10098238,-0.008845298,0.03360514,-0.053993914,-0.1302865,0.088386424,0.6388031,-0.023917357,0.037146766,-0.058042135,-0.069031656,-0.09249244,0.155706,0.10830657,0.077760234,0.0012833823,-0.013963241,0.027567552,0.04734007,-0.032738462,-0.11802825,0.064621896,-0.11036303,0.031001296,0.07273759,0.015435918,1.0,-0.08249855,0.14214185,-0.11388148,0.73207814,-0.104703866,-0.06101746,0.047237825,-0.061027505,-0.056573126,-0.07589976,-0.065978535,0.24125817,0.21268919,-0.0026325483,0.087958485,0.33724207,-0.0026737475,-0.03212619,-0.0048097367,0.033080153,0.027870478,-0.055286318,-0.076147795,0.038486164,0.025286658,-0.11559357,0.00074737304,-0.031267572,-0.06339075,0.006611636,-0.0132735,0.24458297,-0.115696885,-0.109906815,0.037794758,-0.10516218,-0.038412932,-0.013978999,0.1777956
